"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar producto al carrito de compras","Agregar producto al carrito de forma exitosa","SUCCESS","2020-01-17T13:42:16.915-05:00[America/Bogota]","0.0","24.65"
